"COD.ARTICOLO";"DESCRIZIONE DEI BENI (Natura - Qualità)";UM;QUANTITÀ
"COD.ARTICOLO";"DESCRIZIONE DEI BENI (Natura - Qualità)";UM;QUANTITÀ
"COD.ARTICOLO";"DESCRIZIONE DEI BENI (Natura - Qualità)";UM;QUANTITÀ
